,Unnamed: 0,Title,Company,Links,Ratings,Address,Salary,Job description,full-description
87,87,Senior Software Engineer (Fully Remote),La Fosse Associates,https://uk.indeed.com/rc/clk?jk=4a8d7c02bab960fb&fccid=eef0ccdb6f0c00eb&vjs=3,4.8,London Remote,"£70,000 - £95,000 a year","Software Engineer, Scala Developer, Java Developer, Full Stack Developer, Engineer, Developer.
£70000 - £95000 per annum + Company Equity.","Location:
London
Sector:
JVM Java
Job type:
Permanent
Job functions:
Software Engineer, Scala Developer, Java Developer, Full Stack Developer, Engineer, Developer
Salary:
£70000 - £95000 per annum + Company Equity
Contact:
Jack Dalrymple
Contact email:
jack.dalrymple@lafosse.com
Job ref:
66168_1638865940
Published:
21 days ago
Expiry date:
2022-01-18
Startdate:
ASAP
Java Developer - Blockchain - Permanent, Fully Remote £95,000 + Equity
We are currently partnered with the World's first native blockchain company as they look for a Senior Backend Java software engineer, who is excited by the idea of working with blockchain, to join their highly successful and high performant team.
The client has created a state of the art leading blockchain protocol. It is compatible with any IoT device or Mobile platform and operates on a completely decentralised network. This is an extremely secure blockchain, one of the most resilient in the market and requires no on chain governance.
What are they looking for?
4+ years experience working with Java.
Experience with cloud computing (AWS, GCP, Azure).
Experience with SQL.
Any bonus points for front-end experience.
A passion for blockchain!
The client have a strong cooperative working culture whilst simultaneously offering a fully remote working model. The role comes with a salary circa £95,000 per annum along with company equity as they continue their path towards entering the Mainnet.
If you have a passion for blockchain and you think your skillset could be a good matchh for the role then we would love to hear from you by applying or emailing at jack.dalrymple@lafosse.com
Please also feel free to get in touch to discuss any other Java/ Kotlin and Scala roles we are currently working on (that don't require blockchain experience too)."
88,88,Robotics Software Engineer,Vaarst,https://uk.indeed.com/rc/clk?jk=efe60815fda87356&fccid=76fc6fd2eeb8bb8a&vjs=3,,Bristol BS1 3AE,"£65,000 a year","This will be a hands-on role providing opportunity to trial and evaluate on advanced robotic vehicles.
Work with cutting edge tech supporting the design,…","Robotics Engineer
Location: Bristol, UK
Fulltime
Salary: Up to £65,000 per annum

We have several positions available for talented robotics and autonomous systems engineers to join our growing autonomy team!
Vaarst is a deep tech company with artificial intelligence, autonomy and computer vision at the heart of what we do.
In these roles you will support and accelerate our leading autonomous systems, using your experience to shape new products and develop novel solutions to real world problems using maritime robotics.
These roles require experience working in the navigation, planning, exploration and control of robotics systems, for operation in complex and challenging environments. This will be a hands-on role providing opportunity to trial and evaluate on advanced robotic vehicles.
You will get to:
Work with cutting edge tech supporting the design, development and integration of the latest autonomous systems.
Make an impact on the energy transition space helping the move from oil to renewables.
Be part of a growing and passionate company, with talented people that will revolutionise an industry.
Continue to learn and develop with opportunities for collaboration and attending conferences.
Responsibilities:
Technical build of our autonomous systems to ensure they support our stakeholders operational challenges.
Support the design, development and iteration of our autonomous systems architecture.
Testing and evaluating the latest technologies both in simulation and real-world environments.
Developing production quality solutions.
Competencies Required:
Technical expertise one or more of the following:
Positioning and navigation of robotics vehicle within uncertain environments.
Mapping and path planning through unstructured terrains.
Understanding of vehicle dynamics and control of underactuated vehicles using PID, LQR, MPC etc.
Interfacing with sensors and actuators.
C++
Python
ROS
CMake
Git + GitHub
Linux
Experience in robotics field trials.
Additional Experience (desirable but not essential):
Knowledge of Computer Vision Techniques such as SLAM
Experience in working with 3D/Video data including mesh and point cloud
OpenCV
PCL.
Eigen/NumPy
3D simulation such as Gazebo
Docker
Writing and maintaining production level code.
Agile Development Practices such as Scrum/Kanban
Benefits:
A fast growing company that can accelerate your career
Flexible working policy and remote working options
33 days holiday (including bank holidays), increasing up to 43 days!
Bonus leave up to 4 weeks gifted at various length of service milestones
Progressive and generous parental leave benefits
Generous pension scheme
Private medical insurance including dental and optical cover
Additional training and personal development
A people focused, inclusive culture with monthly social events
As a team we are passionate about our company’s future and work hard to see the results of our efforts changing our industry. We are small enough that everybody makes a difference but big enough to provide variety of work and strong in-house expertise. We work together and celebrate our successes together."
89,89,Junior Devops Engineer – AWS –,Shift F5,https://uk.indeed.com/rc/clk?jk=cd924256a5e6a01d&fccid=51cdf18e3e4b5a5a&vjs=3,,Cambridge,"£40,000 - £50,000 a year",A successful and well-known tech business are now hiring for a technical and client orientated DevOps engineer with some AWS experience to join their team.,"Junior Devops Engineer – AWS – £50K

Cambridge

A successful and well-known tech business are now hiring for a technical and client orientated DevOps engineer with some AWS experience to join their team. You will be involved in deploying and managing cloud infrastructure, working with pipelines and suporting dev projects, working with Agile delivery teams.

Based near Ipswich, the sucessful candidate will be contributing to a DevOps function alongside a team of Devops & Software engineeers and PMs to Deliver various client projects. Your role will be to ensure the deployment of releases and contribute to technical and architectural design and maintenance of all Cloud systems.

Get in touch if you have exposure to the following:
*** Cloud skills / AWS

*** Experience in a Devops role

Desirable skills / Chance to learn:
*** Networking skills TCP/IP, HTTP, SSL, network monitoring

*** Experience working with Agile methodologies

*** Expeirence working with .Net developers

Salary in the region £40-50K, plus the opportunity to progress your career with this market leading business.

Junior Devops Engineer – AWS – £50K

For more information about Shift F5 and the opportunities we have to offer follow us on Twitter @F5_Jobs

Shift F5 Ltd is acting as an Employment Agency in relation to this vacancy."
90,90,Python Software Engineer,AJ Connect,https://uk.indeed.com/rc/clk?jk=b6ee98b464d3079a&fccid=05184e6e714d47ca&vjs=3,,Leeds LS1 4JB Remote,"£45,000 - £60,000 a year","They are PhD level researchers, leading engineers and a passionate team of highly experienced Google Shopping specialists striving to build solid scalable…","Job Title: Python Software Engineer
Location: Fully remote
Company HQ: Leeds
Contract Type: Permanent, Full-time
Salary: £45,000 – 60,000 plus benefits
Current Tech Stack: Python, PostgresSQL, Airflow 2.0, AWS, Terraform, Gitlab, Wrike
AJ Connect are delighted to be partnering with one of the fastest growing Tech SMEs who are looking for Python Engineers to join the team!
Our client has undergone hyper growth within the past couple of years and have some exciting new products and services they want to build and incorporate into their SaaS offering.

We are looking for Python Software Engineers to join this awesome business.
They are PhD level researchers, leading engineers and a passionate team of highly experienced Google Shopping specialists striving to build solid scalable systems to help people find the things they need and want online.
The role is fully remote with occasional meetups somewhere in the UK (mainly head office in Leeds) or abroad to ensure the team stay connected.
What we're looking for:
Passionate and resourceful engineers that love to Ship!
You have a strong python background and have worked confidently within teams delivering data driven systems.
You are comfortable with designing and architecting ETL and data warehousing solutions.
Working with a variety of data structures and algorithms, PostgreSQL and Airflow is also highly beneficial.
You always aim to keep abreast with the almost supersonic speed the industry is moving at!
You can give and take in discussions and make tactical decisions to reduce risk when delivering functionality, which is the primary measure of progress.
What you'll be doing:
The quality of our data pipelines is of the utmost importance, they are the lifeblood to the algorithms and models they serve
You will be working closely with our Engineering team and PhD level researchers to identify, conceptualise, design, and deliver these pipelines
Taking statistical and machine learning models from Data Science and implementing them for scale
Maintaining the integrity of our data lakes and data warehouses
Building and maintaining our API
There is a great range and scope of things you can get involved in and we can shape this together.
The environment we can offer you:
We don't follow any specific development methodology per say, we pick and choose the parts from many methodologies that work for us – resulting in a highly lean environment
We don't waste time doing anything that adds little or no value, we don't do “stand-ups” yet have many detailed and focused discussions throughout the day
We have adopted the concept of ""power hours"" allowing focused time on your work
Focus on training and development
Minimal bureaucracy, autonomy, and true flexible working.
How to apply:
If you're interested or know someone in your wider network that may be suited, please apply via this advert and one of the team will be in touch soon!"
91,91,Back End Engineer,Learnerbly,https://uk.indeed.com/rc/clk?jk=1429e767678daa99&fccid=7b7ea99aea3a866c&vjs=3,2.0,London SW1A 2DX Remote,"£50,000 - £70,000 a year","Collaborating with your team to deliver high quality software, this includes Product, Design, QA as well as Engineering.
Enabling teams manage tech debt.","Back End Engineer
UK, Remote
Salary - £50000 - £70000 per annum

❤️ Values-driven culture - we're really proud of our culture. Check out our Employee Guide for more detail!
Drive your own experience
Learning and Development - £1,000 learning budget each year + unlimited learning leave to drive your own development.
️ Flexible working hours - You have the choice to work in the way that brings out the best in you whether you're an early bird or night owl.
Distributed working - £500 WFH allowance and co-working Spaces pass.
Technology - Your choice of Mac or Windows via Hofy.
Surprises - Letterbox gifts.
Empowering you to be your most authentic self ✨
25 Holiday Days + your local bank holidays — because we're global like that, thanks Omnipresent
1 Birthday day - ****unless you're the Queen and get 2!
1 Life Event day - to recognise life's big moments like a wedding, graduation, moving house
2 Duvet days - to press the pause button and reset mentally, no questions asked
Religious Celebrations Leave — time to celebrate what's important to you, regardless of your faith or where you are in the world
Compassionate Leave — up to 5 days time off or more if you lose a loved one, regardless of who it is - whether you've miscarried or lost a pet, you don't need to tell us why
Seasonal Hours — 2 hour lunch breaks on Tues & Thurs in Winter ❄️, we finish at 2pm on Fridays in Summer ️
Mental Healthcare - Unlimited qualified therapy-based support through Oliva
Paid sick leave - Enhanced sick pay up to 40 days each rolling year
UK Learnerbees
Income Protection - 75% of your salary covered for 3 years if you become ill long term
️ Healthcare Cash Plan - Level 5 cover with SimplyHealth, you get money back when you spend on health appointments e.g. physio, dental, optician + more
Pension — Learnerbly matches 4% of your salary into your pension pot to help you save for the future

About Us
Our mission is to be the most inspiring learning platform for people and organisations around the world. We are a team of 60+ and over the last four years, we’ve built a SaaS-enabled marketplace curated from 200+ of the best learning providers. So far, we’ve supported thousands of employees from fast growing tech scale-ups and progressive businesses like GoCardless, IDEO, Curve, Treatwell and Freetrade to power their learning culture. We've only just started our journey to help unlock everyone's full potential.
Read more about us here, find out what we’re talking about on our blog or see how we empower companies to commit to a culture of learning during Furlough in the UK!

The role
We are looking for a Back End Engineer with experience in designing for and operating with AWS-based systems to work alongside our talented (and growing!) Engineering team.
Our software architecture is currently Javascript/TypeScript based. We use a GraphQL API running on AWS services including Lambda, DynamoDB, S3, ElasticSearch, MySQL and CloudFront.
Our infrastructure is managed via Terraform and the serverless framework. On the client-side, we use React and Apollo to build web-based components and to bind them to our GraphQL API.
The purpose of this role is to add more experience to the current engineering team and increase our ability to deliver high quality solutions so we can meet the growing needs of Learnerbly.
What you'll be getting up to:
Collaborating with your team to deliver high quality software, this includes Product, Design, QA as well as Engineering
Working with us to shape our systems design and AWS infrastructure
Contributing to shaping technical standards and processes
Enabling teams manage tech debt
Making sure your team(s) are consistently delivering good quality code
Our Tech Stack
JavaScript/TypeScript
React/Apollo
NodeJS
AWS/Serverless Framework
Lambda, DynamoDB, S3, ElasticSearch, MySQL, CloudFront
Terraform
GraphQL
✅This role will be a great fit if
You can take on big problems, break them down and collaborate with other members of a cross functional team to solve them.
You have excellent communication and interpersonal skills to collaborate with the wider team.
You can work with a high degree of autonomy.
You are flexible and able to adapt to changes of a growing team.
You are humble, have a growth mindset and a strong desire to learn.
Throughout our hiring process, we want people to give examples of the outcomes they've achieved rather than focussing on output. What? How? Why? Tell us more about your thinking process and the results you did, or didn't, deliver.
Research shows that some people are less likely to apply for a role unless they are 100% qualified. Your experience, skills and passion will set you apart so tell us about your achievements, irrespective of whether they are personal or work-related, tell us about your journey, and about what you learnt.
So, if this role excites you, don't let our role description hold you back, get applying!

Hiring Process
Initial screening (30mins video call)
Pair Coding exercise (1 hour video call)
Capabilities Interview (1 hour video call)
Values Interview (1 hour video call)
Support - If you have a medical condition or an individual need for an adjustment to our process, and you believe this may affect your ability to be at your best - please let us know so we can talk about how we can best support you and make any adjustments that may be needed.

Our Values
We look for people who share our values and can add to our culture. Values are shared beliefs that guide our decision-making, culture is how we function as a group and how we live our values as individuals.
Be your authentic self: This means finding the intersection between what you love and what you’re good at, so you can be yourself at work.
Set the destination, own the journey: ""Be the change you want to see in the world."" Think big, speak up, take ownership. We believe in learning by experimenting and failing fast: use your creativity and resourcefulness to find solutions to problems you encounter.
Invite everyone to dance: “Diversity is being invited to the party, inclusion is being asked to dance.” We look for people who share our values and contribute to our culture. Diversity alone is not enough. We believe by being diverse and inclusive we make better decisions.
Practice heartfelt, radical candor: We know seeking radically candid feedback can be hugely powerful. We proactively seek and give feedback to reveal blindspots and accelerate growth.
Find more about how we operate at Learnerbly with a menu à la carte: explore all or specific parts of our Employee Guide, a window into how we think and work compiling internal practices, and which we use as a living knowledge base.

Diversity, Equity, Inclusion and Belonging

At Learnerbly, we're committed to cultivating an environment that promotes diversity, equity, inclusion and belonging. We are a global community and we believe our unique qualities should be celebrated as they are critical to our innovation.
It's essential to us that you bring your authentic self to work every single day, no matter your age, ethnicity, religion, citizenship, gender identity, sexual orientation, disability status, caring responsibilities, neurodiversity, or otherwise.
Inclusion isn't just an initiative at Learnerbly. We strive to embed it not just into our values but throughout our entire culture."
92,92,Frontend Software Engineer - Flutter,Reqiva Ltd,https://uk.indeed.com/rc/clk?jk=60733fd9cb38e72a&fccid=946fa3ef2e6daa21&vjs=3,,Oxford,"£50,000 - £60,000 a year","The frontend software engineer will be responsible for the design, development and maintenance of their user facing applications.","Reqiva are partnered with an exciting company who have a strong focus on security, automation and connectivity.

THE ROLE
The frontend software engineer will be responsible for the design, development and maintenance of their user facing applications. The applications are built in Flutter, a modern cross platform user interface framework.

Working closely with the Systems Engineering, Product and Support teams you will:
Interact with stakeholders to design high quality user experiences.
Develop, test and deploy user interface components to meet product requirements.
Create and maintain a library of reusable components with consistent design.
Work closely with backend engineers to implement new features.
ABOUT YOU
You will be able to demonstrate that you have the following:
Capable of designing and implementing well thought out user interfaces.
Deep understanding of the principles that make for a good user experience.
Ability to work well both independently and within a team.
Computer Science / Engineering degree or equivalent.
Experience using the Flutter framework or a similar state driven UI framework.
This role offers a hybrid working pattern with 2 days required in their Oxford based office.

If this role sounds of interest, please apply now!"
93,93,Junior .NET Developer,Foxtons,https://uk.indeed.com/rc/clk?jk=47a7069f8c12231a&fccid=5f7a99031d8bfb07&vjs=3,3.5,London W4 5BE,"£20,000 - £35,000 a year","They create all of the bespoke products for our CRM, Customer Portal, Website and HR systems.
The team runs full lifecycle development projects from business…","About The Role
At Foxtons, we're always looking to innovate and provide the best technological solutions for our employees, customers and clients. Our Digital and Products team are at the centre of this. They create all of the bespoke products for our CRM, Customer Portal, Website and HR systems.
In this role you will be joining an established team with over 100 years of combined experience. You will work closely with all team members (Leadership, Architects, Developers) and gain exposure to the Estate Agency business, project work, application design, development and rollout in a supportive and collaborative environment.
The team runs full lifecycle development projects from business analysis and requirements capture, through to system design, development, testing, realisation and support. This will all be within your remit and you will contribute to the Technical Design and Architectural decisions for new Developments and major enhancement work packages.
When it comes to projects, you’ll be an active participant from day one. This involves making enhancements such as adding new features, functionalities and (REST) APIs, as well as introducing new bespoke applications. We are passionate about delivering robust, quality code and you will work to the Team standards in terms of quality and delivery.
We offer
£22,000 - £35,000 per annum (depending on experience)
Comprehensive, ongoing training programme
Great career opportunities
Diversity and inclusion networks
One paid work day a year to volunteer for a charity of your choice
Wellbeing package including enhanced sick pay, free confidential counselling helpline, Mental Health First Aiders, access to a coaching platform, and subsidised gym membership
Enhanced parental policies, including generous shared parental leave
Subsidised staff café and bar
About The Company
At Foxtons, we’re famous for setting the standard in property. We do this by hiring brilliant people to help our customers find their dream home or unlock the true value of their property investment. Over the last 30 years we’ve built a network of over 60 branches and a strong operational infrastructure that enables our teams to achieve the highest standards in delivering exceptional service to our customers. Award-winning training ensures our teams have the knowledge and expertise that our customers expect from us, whist our market-leading technology empowers all our staff to provide the best customer experience possible.
Our stunning headquarters in based at Chiswick Business Park which is built around a lake and offers weekly events such as food festivals, zip-lining, and beach volleyball in the summer."
94,94,Graduate Software Engineer,Oscar Technology,https://uk.indeed.com/rc/clk?jk=d2f81453decf4aaa&fccid=45bbe51921b6fa22&vjs=3,3.9,Cheshire,"£50,000 - £55,000 a year",Skills: First Class Degree in Software Engineering or an IT related Degree with solid technical skills/knowledge in Java with its latest frameworks.,"Skills: First Class Degree in Software Engineering or an IT related Degree with solid technical skills/knowledge in Java with its latest frameworks
Location: Cheshire (onsite)
Package: Flexible salary from £50,000 plus benefits including 8% pension, life assurance, BUPA private medical insurance, 25 days holiday plus bank holidays, flexible working hours, income protection and share options.
The Role
Having been recognised in the Sunday Times Tech Track this is a hugely successful business who have technology at the heart of everything they do and have had over a decade of strong organic growth. They are open to hiring Developers straight out of University or with 20+years experience and everything in between! You will work in a small, cross-functional team following Agile methods including TDD, rapid releases and frequent team retrospectives. Your role will involve working on a range of Greenfield projects and they are currently in the process of modernising their technology stack to embrace the latest cloud capabilities.
How you can you become a part of this?
First Class Degreein Software Engineering or an IT related Degree is a must.
Technology experience - as long as you have expertise in Java the rest is a bonus as you will be expected to pick up new technologies quickly. They are currently utilising .Net, SQL, JavaScript so experience in any of those will be beneficial.
The Company
They offer a flexible and fun working environment to encourage a positive work-life balance. They have a high-tech environment and all developers work on the latest Macs with dual monitors. They have a close-knit team with evening social events and parties twice a year! They have ambitious plans for rest of 2021 with on-going expansion across the business so this is a great time to get involved with a UK success story."
95,95,Research Associate in Software Engineering,King's College London,https://uk.indeed.com/rc/clk?jk=2bb42db3a120cdb2&fccid=a839176e8efaac60&vjs=3,4.1,London,"£38,826 - £45,649 a year","Knowledge of software development cycles.
This role requires excellent software development skills, including requirement analysis, design, development, testing…","Job description
Patinet specific computational models of the heart provide a framework for integrating data and predicting how paintets disease will progree or they will respond to therapy. Building these models requires the analysis and integration of multiple data sets into create a final representation of a patient. In order to translatate this technology into the clinc requires the automation, standardisation and scaling of these workflows.
The role will require the development and support of software tools for the evaluation of patients with heart disease using cardiovascular imaging. The applicant will be responsible for development and maintenance of technical software for use in biomedical engineering research projects. This will include analysis of the images to provide geometric models of heart shape and motion throughout the heartbeat, analysis of wall motion and calibration of models to functional measurments.
The role will require the use of software development tools in python, C++, docker containers, github version control, and documentation tools. The successful applicant will support developers and users in multiple institutions worldwide. This role requires excellent software development skills, including requirement analysis, design, development, testing, and maintenance of different software components. In addition, the role provides the opportunity design specification in collaboration with cardiologists and other clinicians.
The role will be based at King’s College London, in collaboration with clinical cardiology teams at St Thomas’ Hospital. The successful applicant will be responsible for developing and integrating tools for creating patinet specific models of the heart from clinail imaging and diagsnotic data.
Strong communication skills are required to work with researchers from other disciplines, such as clinical end-users, and industry collaborators. Experience working with interdisciplinary teams of engineers and clinicians will be valued.
This post will be offered on a fixed-term contract for 24 months
This is a full-time post

Key responsibilities
General
Work in a highly agile research software and hardware development environment.
Demonstrate autonomy.
Liaise directly with internal and external colleagues in an independent manner.
Use initiative, discretion, knowledge and experience in planning, coordination, organisation and problem solving.
Manage any ad-hoc projects, as directed by the academic lead which may arise with respect to strategic and/or operational needs.
Governance
To maintain an awareness and observation of ethical rules and legislation governing the storage and handling of medical data.
To maintain an awareness and observation of confidentiality agreements with collaborators and external organizations.
To maintain an awareness and observation of appropriate procedures for the disclosure and protection of inventions and other intellectual property generated as part of the post holder’s activities and those of other team members working within the project.
Management
To support the School’s commitment to the prosecution of internationally renowned research.
Initiate and manage change successfully, as required.
Development
To attend regular project meetings and training courses for professional and personal development as required.
Communication and networking
Communicate with a diverse team on a daily basis, understand the needs of researchers and clinicians.
Develop and maintain effective working relationships with staff within the School as well as externally.
Regularly communicate information in a clear and precise way.
Initiate, build or lead internal networks within the School or externally.
Decision making, planning and problem solving
Lead in decisions that have a significant impact on their own work, that of others and be party to collaborative decisions.
Manage own workload and resources and that of others, prioritising these in order to achieve their objectives.
Communicate to management any difficulties associated with carrying out work tasks.
Responsible for the planning and leading of significant projects or work streams ensuring the effective use of resources, setting standards and monitoring procedures.
Resolve problems where the optimal solution may not be immediately apparent and where there is a need to use judgement to resolve problems that are unpredictable and / or occur infrequently.
Plan in advance for peaks in workload.
Use own initiative and creativity to solve problems.
Analysis and research
Provide documentation and produce reports as required.
Lead or assist colleagues in the preparation of scientific papers as required.
Pastoral Care
Work within a team on a day-to-day basis and provide mutual support.
Mentoring of junior researchers including PhD students on good software practices.
Physical Demands & Working Environment
Use of computers and time spent at monitors.
Occasional travelling within the UK and abroad.
The above list of responsibilities may not be exhaustive, and the post holder will be required to undertake such tasks and responsibilities as may reasonably be expected within the scope and grading of the post.
Skills, knowledge, and experience
Essential criteria
1. Degree awarded in Software, Engineering or Computer Science
2. Higher language computer programming
3. Interest in medical imaging
4. Ability to work calmly under pressure
5. Ability to act on initiative
Desirable criteria
1. Competence in machine learning, (medical) image analysis / computer vision
2. Ability to work effectively within a collaborative software development environment with people from a variety of background
3. Scientific / Medical Writing
4. Image processing libraries (ITK, VTK, MITK)
5. Machine learning libraries (Tensorflow, pytorch,…)
6. Knowledge of software development cycles
7. Independent and interdisciplinary researcher"
96,96,Software Engineer,Synapri,https://uk.indeed.com/rc/clk?jk=07c82803dbd220d7&fccid=447163ca34a4b3d8&vjs=3,,Remote,"£60,000 - £75,000 a year",Our client are looking for an experienced software engineer to join the team and help build and shape commerce platforms for the next stage in growth.,"Software Engineer required to join a SaaS organisation on a fully remote permanent basis.
Our client are looking for an experienced software engineer to join the team and help build and shape commerce platforms for the next stage in growth. The role will be building and maintaining tools and services that deliver interfaces that customers are using daily, architecting, planning and delivering serverless applications to aid in commerce applications as well as writing lean efficient code with appropriate testing.
The required skills for this position are:
Javascript experience
TypeScript experience
Ability to develop and consume API’s in TypeScript and other languages
Understanding of agile processes
AWS experience
Please apply now for immediate consideration."
97,97,Software Engineer,Science and Technology Facilities Council (STFC),https://uk.indeed.com/rc/clk?jk=b514bd995cbcf852&fccid=07bbe76fa3c36be2&vjs=3,3.9,Didcot,"£31,931 - £44,166 a year",You are also likely to support the hardware engineers and scientists by providing electrical ground support equipment (EGSE) software.,"Job Title: Software Engineer
Salary: £31,931 - £44,166
Grade: Band D or E
Location: Science and Technology Facilities Council, Rutherford Appleton Laboratory, Harwell, Oxfordshire
Hours: Full-Time/Part time (minimum 25 hours per week)
Contract type: Open Ended
Closing Date: 9th January 2022


Background
RAL Space is the UK’s national space laboratory and has over 50 years of experience in space programmes with significant involvement in more than 210 instruments on missions to date.
STFC values their employees by offering a benefits package designed to provide an excellent work/life balance including 30 days’ annual leave, 10.5 public and Research Council holidays, flexible working hours, a workplace nursery, exceptional average salary pension scheme, social and sporting activities and societies and a subsidised restaurant.
List of Duties / Responsibilities
We are looking for a software engineer to design, develop and test code for both ground and space based scientific instruments and test equipment. The post is based within the RAL Space Imaging Systems Division Production & Software Group. We build electronic systems for spaceflight and hence quality, ISO9001:2015, is paramount in our work. Working closely with the Instrument science team you will be well organised, flexible, adaptable and have a good understanding of software engineering to allow an innovative approach to the mission challenges. Recent programmes have been on Lunar and Mars landers along with Earth Observation missions.
You will have experience of specifying and designing software for embedded systems. Most of the instruments developed by RAL Space have been programmed using ANSI C with no underlying operating system. As the instruments get more complex we would consider a real time operating system and experience of such systems would be an advantage.
You are also likely to support the hardware engineers and scientists by providing electrical ground support equipment (EGSE) software. This is coded in Python, C++ or C and runs either on Windows or Linux operating systems.
The group produces instrument software to either ESA or NASA standards and so an appreciation of software design methodologies, verification, validation and typical documentation requirements would be an advantage.
The role may include the following activities:
Project documentation in accordance with the departmental standards:
Requirements specifications
Design documents (code and architectural)
Development and test plans
Test reports
User manuals
Coding to the required standard in various languages.
Test
Verification &Validation
Interfacing to hardware databusses, RAL designed FPGA and other LSI devices.
Assisting users operating the software, making changes and corrections where required.
Support & maintenance for previously released or installed software.
Product assurance such as change and configuration control.
Working with other engineers and scientists to give an optimum design and solve problems
If you are an experienced engineer then you will also have responsibility for Software Project Management and system engineering, including:
Responsible for large parts of instrument development.
Seeing projects through from specification to implementation.
Generating quotes and technical submissions to prospective customers.
Maintaining a schedule for software activities.
Responsible for system design
Review & approval of technical specifications and documents
Working with other system engineers within RAL Space and the customer.
Shortlisting Criteria
Essential
Degree level or equivalent experience in software engineering.
Programming in ANSI C.
Use of software configuration management tools and defect tracking tools e.g. Git.
Desirable
Use of tool chains and debug tools such as GCC
Use of software standards e.g. ECSS-E-ST-40
Use of programming guidelines e.g. MISRA (S&I)
Knowledge of an ISO9000 or other quality management system
Knowledge of a non-conformance and/or change control system
Previous experience of Software Project Management.
Knowledge of C++ Programming
Experience with using ARM or SPARC processor architecture.


About STFC


The Science and Technology Facilities Council is a world-leading multi-disciplinary science organisation where curiosity-driven, blue-skies thinking meets practical, application-led science and engineering. Our goal is to deliver economic, societal, scientific and international benefits to the UK and its people – and more broadly to the world.
One of Europe’s largest research organisations, we’re trusted to support, enable and undertake cutting-edge projects in an amazing diversity of fields. Through world-class facilities and people, we’re driving ground-breaking advances in science, engineering, computing and technology. Our research seeks to understand the Universe from the largest astronomical scales to the tiniest constituents of matter, yet creates impact on a very tangible, human scale.
For more information about STFC please visit https://stfc.ukri.org/
You can also visit our careers site https://www.stfccareers.co.uk/
How to Apply
Online applications only preferred for this role. Please submit your CV and a covering letter which clearly outlines how you fulfil the criteria specified along with your motivation to join STFC and the role you’re applying for. Ensure that the job reference number is included in the filename description of each document uploaded. Note that failure to address the above criteria or submit your application without a covering letter may result in your application not being considered. You will only be assessed on the content of your CV and covering letter and not the ‘experience’ section of the application.


About UKRI


Launched in April 2018, UKRI is a non-departmental public body sponsored by the Department for Business, Energy and Industrial Strategy (BEIS).


Our organisation brings together the seven disciplinary research councils, Research England, which is responsible for supporting research and knowledge exchange at higher education institutions in England, and the UK’s innovation agency, Innovate UK to create an independent organisation with a strong voice for research and innovation, and a vision to ensure the UK maintains its world-leading position in research and innovation. More information can be found at www.ukri.org.


How we support EDI in the workforce


At UKRI we believe that everyone has a right to be treated with dignity and respect, and to be provided with equal opportunities to flourish and succeed in an environment that enables them to do so. We also value diversity of thought and experience within inclusive groups, organisations and the wider community. For further information, please visit ‘How we support EDI in the workforce’


Disability Confident Employer


As a Disability Confident employer, UKRI will offer an interview to a fair and proportionate number of disabled applicants that meet the minimum criteria for the job (this is the description of the job as set by the employer). To enable us to do this we ask the appropriate questions within the candidate application.
For more information on this scheme, click here."
98,98,Graduate/Junior Software Engineer,HGL Dynamics,https://uk.indeed.com/rc/clk?jk=cfac92cd0af746a7&fccid=463ad34e2507c8df&vjs=3,,Godalming,"£21,000 - £27,000 a year","The main responsibilities will entail developing and delivering quality, maintainable software within given (and sometimes challenging) time-scales.","An exciting opportunity has arisen for a Graduate / Junior Software Engineer with a leading supplier of high-specification data acquisition, analysis, monitoring and storage systems. The company provides solutions and expertise for a range of industrial and engineering applications to a wide range of blue-chip clients in Europe and North America, particularly in the aero engine (more generally, gas turbine) sector.

The Graduate / Junior Software Engineer will work with the hardware and software teams to help develop further the innovative, bespoke software suite. The main responsibilities will entail developing and delivering quality, maintainable software within given (and sometimes challenging) time-scales.
You will have graduated with (or be forecast to graduate with) a good degree (minimum 2.2) in a Science or Engineering discipline:
Mathematics
Electronic Engineering
Mechanical Engineering
Physics
Computer Science
New Graduate Candidates should be able to demonstrate some capability in object-oriented design and coding in C++/C/STL e.g. a programming module undertaken at university. Equally acceptable is self-taught coding/programming.
Junior Level Candidates should have at least one year’s working experience coding in C++/C/STL. Knowledge of C++ Builder would be an advantage but is not essential; experience within other development environments is acceptable.
Knowledge of writing multi-threaded and networked applications is desirable but not essential.
Familiarity with any of the following technical areas would be a further advantage:
Digital signal processing
Boost libraries
SQL databases
Real-time systems
Graphical user interface design and implementation.
A working knowledge of either German or Mandarin would be of exceptional interest.

Please note that candidates invited to interview will be asked to sit a C++ technical test; please do be prepared for this. In addition, new graduates will be required to demonstrate their coding capability by providing examples of code written for an academic module or a project undertaken personally.
Candidates must be UK Nationals or Nationals of NATO member countries. Benefits include private health cover (subject to medical acceptance by the provider), a company bonus scheme and access to a pension scheme.

Job Type: Permanent
Job Title: Graduate / Junior Software Engineer
Salary: £21,000 - £27,000 + Benefits
Location: Godalming, Surrey

Please send your CV/résumé to careers@hgl-dynamics.com"
